539	1	5.0	4.0	9.0	Dear newstimes, I really think that computers are a good thing because they let you talk to people online, they have ways or doing things for other people, and people have to manage alot of there money and hills on the computer. First they let you comunicate with other people, did you know that @PERCENT1 of people in the united states have family in a different state, and never get to see them, well, thats when computers come in handy because computers have a thing calle d vidio chat and thats where if you have a webcam you can talk to peoplem from different places around the world because you can see each other both through the camera, also there is a thing called @CAPS1 and that allows you to talk to people whenever you want if they are online, my mom got a @CAPS1 and now she chatting she hasn't seen since highschool and she is very happy to see her old friends again. secondly computers have away of people, like if you have an emergency you can go to the computer and save it. Like if you have an email you can email then if you have and emergency, there is even a thing on the computer that can call someone or even call all for along emergency. @PERCENT2 of the people in the @LOCATION1 say that a computer has many people think that from a computer. Thirdly computers help people paying there bills and with there mony. Did you know that @PERCENT3 of people in the united states pay there bills on the computer and manage there mony on the computer. I know my parents do and I know a lot of other people that do to, and if we didn't pay our bills then we wouldn't be able to have a home or anything and thats pretty much do need computers because if you didn't have them then people wouldn't have a any mony. In conclusion people really do need computers because people like people that they know and they have helped many people in the united states and lastly computers really help you manage money and bills, and every body should have a computer for all of these very good reasons.
1045	1	5.0	4.0	9.0	"What do you think about computers? I think computers have a very positive effect on people. All kids should have @NUM1. Please heed the following advice. Computers are a very good thing for kids to have. I teaches them life skills such as hand-eye coordination, a lot about technology. Expert @PERSON1 states ""@PERCENT1 of success full jobs involve some kind of inter-ation with computers, & if they learn those skills at an early age they can soon become experts."" Technology is a @CAPS1 part of life today, & will continue increasing with the years. It's a grevious idea to want to separate our kids from technology. As a child, my sister grew up with computers, she knew how to fully use it by age @NUM2, she went to collage with amazing computer skills. Today she works in a law ferm as presidental secretary. She gets paid loads of money. Today she trys to get me to learn about all tech stuff. If you have kids you know you only want the best in their present & future. People say kids are the future, not if theyre not succesfull. Computers are a great way for kids of all ages to learn & communicate with @NUM1 another & others. We all want our kids to be happy. @NUM4 out @NUM5 kids use the internet to research things for @CAPS2 & projects. Kid therapist @PERSON2 says ""kid who chat, with other kids though internet like facebook, @CAPS3, & myspace are normaly more socialy interactive with other kids. I know you thinking there a lot of ""@CAPS4"" thing on the internet dont want my kids to see, conversly you can set limits & child block. & you also dont want you kids at risk of obesity because of lack of excercise. So give them time limits. My cousins each go on the computer @NUM6 hours a day. They do @CAPS2 & whatever time they have left they chat with friends. Its not all @CAPS4. As you can see computers can be seen in a very possotive manner. Heed my advice & allow your kids the freedom of internet. They will be happier, trust me."
1480	1	5.0	4.0	9.0	Dear Local Newspaper, I am here to tell you the negative effect on people because of computer usage. How would you react if you didn't have the time to exercise, enjoy nature or spend time with family and friends? Well some people don't notice that they are losing the time to do that stuff due to using the computer. No time to exercise? What does that mean? I can see these questions flying through heads of great people. No time to exercise means exactly what it sounds like, which is, since people every day are wasting their time on the computer playing games, chatting with people, ect. They don't get to do what they really want to do which is most of the time exercise. What about nature? Are you a person who likes to enjoy nature? I know I do. Since time flys when people are on the computer, which sometimes they don't realize, they would probaly be thinking I never got to go outside and go for a walk through the forest and enjoy the nature. Well @CAPS1'll do that sometimes, but the truth is when people say stuff like that, it doesn't help to motivate themselves, its basically saying I'll go for a nature walk tomorrow and if that doesn't happen I'll just have to do it the next day. Odds are that the person saying that won't actually go for a walk they will thinks its going to be okay and they will just keep pulling it off. What ever happened to spending time with family and friends? Oh I know, I know, all of family and friend time was wasted into being on the computer. people don't realize that since their time is being wasted into the computer and that they don't even have time to sit down talk to their family, have fun, go out with friends to catch a movie or something. As you have heard, more and more people are using computers, which I believe has a negative effect on them because they don't have time for exercising, enjoying nature, talking with family and friends ect. All of the time being spent on the computer is replacing the time for that stuff, and its not a good thing. Computers have a negative effect on people and I say we should find a way to cut down computer time.
130	1	5.0	5.0	10.0	Dear Newspaper of @LOCATION1, The use of the computer is a controversial topic. Many people have varying opinions & beliefs, But I personally believe that computers have a positive effect on the people who use & operate them. These remarkable devices give people the ability to talk & be social with friends and family members. They let people know what is going on in the world, and give updates on the condition of countries and events. They will also provide information, and give people the ability to research and learn more about a topic or idea. A computer is a necessity in todays society, & to go against it is a proposterous motion. Many people young & old are starting to use the computer to be social with friends & family members through various types of websites & programs. A computer is to talk to someone without physically being there. The social aspect of a computer is rising in popularity and many people are using computers to be social. Social networking sites, and instant messaging programs are just two at the many ways to be socially active on a computer. A social networking site as a website that allows you to make an account and post pictures and information for your friends to see. To take away the computer would take away many peoples social lives. The computer benefits many people socially and this has a positive effect on their lives. Todays news is always with exciting events and horrible disaters that many people like to be updated with. Most people do not like to wait for the newspaper to arrive to read about the fastest news. So they check online and find about it there. Online news is widely popular & extremely beneficial to many people. It provides them with the lastest stories and updated events. Online news was extremely crucial in the lastest disaster, the earthquake in @LOCATION2. Because online news is so fast and easy to acess. People were donating & helping @LOCATION2 just a day after the earthquake happened. The fast response is what is helping @LOCATION2 rebuild from the rubble. Computers provide people with online news & this is definitely beneficial to their lives. Before people starting using computers to research topics & ideas they would use books. They would have to shuffle through piles of pages and articles in newspapers. This is a very inefficient & disorganized way to be research. Now we have the computer. The computer allows you to recall through endless information and topics. It is not possible to an article or essay with information because it will always be in the same place. This allows for guide and efficient research. There are also websites called online databases on the internet. All have to do is type in a keyword or phrase and you have instant research on whatever you wont you wont information on. All this takes time off of research and put it on whatevers else you would wanting to be doing, whether it is writing a paper or doing a presentation. The computer allows for quick and beneficial research. The computer hasn't been in use for that long and it is already helping society expand & grow. It provides a social aspect where you can talk to friends & family. You can provide yourself with the lastest news & stories, and you can do quick & easy research. A computer without a doubt has a positive effect on society and we as people. The experts can say what they want, but the computer is and always will be benefit to society.
643	1	5.0	5.0	10.0	"Today more than @PERCENT1 of our population spends expensive amounts of time each day on the computer. I agree that having a computer in your home is benficial at time, but to me the disadvantages outway the advantages of spending to much time on a computer. Disadvantages such as cyber bullying, illegal websites, the criminals that use the internet to target days, and the interference that spending to much time on the computer has with your grades and other school work. I think that largest number of people affected by spending to much time on the computer are kids. Mostly kids right name from school, drop there backpack, and instead of sitting at the kitchen table or study area to do homework, they sit right down in front of the computer. Then what happens to that homework? It usually doesnt get done. That absence of homework could make an enourmous decline on a students average. However, homework is not the only school work effected by the computer. Even in school kids use internet on their cell phones. This provides a huge distraction for kids and usually ends up with the result of kids not completing the task asigned to them. Not getting work done is not the problem. Computer presents to kids through. It also helps with bullying; cyber bullying. Alot of kids are bullied and picked on the school but then that bullying carries itself to the childs home threw the computer. Once at home a kid can get hurtful emails or instant messages. These hurtful messages @MONTH1 do a lot more than just hurt someone feelings, it can hurt their self asteem and how they feel about themselves. Then as if cyber bullying and not doing homework werent bad enough. there are also criminals on the computer. These criminals prey on kids. They can find passwords to accounts. They can find out personal information about yoo because of how much time on the computer each day. Once they find out enough about you they use to it gain your trust and the problem only escalades from there. Although many kids are affected by the amount of time they spend on the computer each day, there not the only ones. Adults are affected just as much and just as easily. One thing that lvers adults in to spending all their time on the computer is all the ""great deals"" they can find on the computer. But many of these great deals come from fake or illegal websites. Websites that are selling stolen merchandise. Then show you all the benefits from buying from them and then once you believe them and buy what they are selling, they have all of your personal information. From their you can end up with an empty bank account or even identity theft. Does that realy sound a ""great deal?"" @CAPS1 to me the disadvantages of having a computer definetly out way the advantages of having a computer. I think that people need to step away from the computer desk, get good grades, avoid bullying and criminals. Keep there bank acounts full and there identity safe. Instead they should spend time outdoors, with family: or enjoying life!"
1139	1	5.0	5.0	10.0	"Dear Newspaper @CAPS1, The average american uses the computer at least once, everyday @CAPS2 machines definetley beneffit society, with then people can easily learn about faraway places, learn whithout having to carry heavy books and papers and chat with people all over the country and sometimes even the world. First of all computers can teach you all about the world without you having to go to a library appart for a book free sites like wikapedia provide fast knowledge and most anything, you can use @CAPS2 sites for essay, trip planning and just to satisfy your curiousity some people believe that computers @CAPS13 people from excersizing and enjoying nature however computers promote exercise and going out to look at nature computers provide quick and easy access to travel agencies, as well as information on popular tourist areas, in any reason, They also bring advertising sites for gyms and ideas on excersizing at home, Computers don't hinder workouts and nature walks, they make @CAPS6 easier to do them. But computers make other things easier as well, @CAPS3 can be much easier with the use of computers, @CAPS4 of dragging around heavy books, @CAPS5 can carry a small laptop; @CAPS5 also can @CAPS13 worrying about keeping track of papers. Everything can be saved to a laptop. Computers organized files so even a messy student can keep organized, another advantage is that anything typed on a computer is neat and easy to understand @CAPS9 some handwriting, @ORGANIZATION2 in @ORGANIZATION1 is an example of how schools can be simplified with laptops. Each @CAPS5 is given one to use @CAPS4 of books, ""@CAPS6 is so much easier"" said one student. @CAPS3 is very difficult for some kinds. Computers can make @CAPS6 simplier. My last argument is that people can talk to anyone using chat sites. if someone has a cousin distance country they can still keep in touch @CAPS6's the sam for a friends who moved. @CAPS10-mail is a lot faster than @CAPS7 @CAPS8 mail carriers taking a @CAPS10-mail from one person to another is almost instantanious @CAPS6 is also more private, @CAPS9 mail that is just sealed with give, @CAPS10-mails are pass word protected, there are also other sites that are for socializing, @CAPS11 messages also for People talk with one another, This can help people learn about culture in other cities, @CAPS12 and sometimes even Different countries, @CAPS2 sites can help close the gap between cultures, They can help get video racism they can help make the world more ideal. Computers make our comunity better, They let us learn about faraway places, make @CAPS6 easier to enjoy @CAPS3, and enable us to talk to other people from almost anywhere, so, @CAPS13 anything about, You'll realize computers @CAPS14 are benificial to our society."
1636	1	5.0	5.0	10.0	It has come to my attention that there is an argument about whetehe or not computers have a positive effect on people. I think that computers do have a positive effect on people because with computers people can get needed information that could be used to help them, it lets poeple talk to friends and family around the world and also computers tecah people new things. Therefore, computers have a positive efefct on people. students whether it be at college oer elementary schoools almost always go to a computer when they have to fo projects for thier classe without computers students wouldn't be able to get the information that they need and could cayse them to get a bad grade on the project which could result in grades geting worse and worse. Adults use computers often for work and planning, so if there weren't any computers then it would mean thousands of people would lose their jobs and could forget sceduled plans that could be important and could result in causing families to lose money, not enough money to pay bills and could result in losing their homes causing them to live on the streets. Evry person has at least two or more friends or relatives that live in a different place in the wrold that is not easy to stay in contact with so it could result in having to use long distance calling which could waste alot of money. However, with computers people can talk to freinds and realtives from around the world without having to psend any extra money on phone calls to their friends and fmaily members from around the world. Also if something happens to a family member of somewhere around where a realtive lives we could use the internet to check in with them to see if everything is ok. Many parents are using computers to help teach their kids at a nearly age so they are ready for when they go to school for the first time. Also computers are used at schools mainly to teach the students about things that they need to know for the future, as a result computers become very usefull to people when they are trying to learn how to do something wheather its for school. college or a job computers are of tun used daily for important things that we need to learn for our lives in the future sow e won't need any extra help tyring to learn how to do something. Also we would be bale to help people when they neede help if we already knew what to do. As you cna see computers do have a positive effecton peopel because people can use computers to help them gain the information they need for school or work, it lets you check in with friends and family from aorund the world and finally computers help teach us very important life lessons. In conclusion, computers have a positive effect on people and it could save a person from losing things that are.important to themselves or others. 
1047	1	5.0	6.0	11.0	"Dear @ORGANIZATION2, Computers are destroying modern youth. The rapid advancement in technology is not a positive thing. The popular social networks such as facebook and twitter are putting youth at danger of @CAPS1-@CAPS2 and child predators. Children are also becoming addicted to computers and are paying the price physically. Although we are becoming a smarter species, we are destroying the ones who will soon lead the world. This crazy computing must end! Although children are able to socialize using the computer, they are at danger of being hurt physically and emotionally. ""I really tried to ignore all of the cruel comments people were posting about me. I tried as hard as I could, but everytime I logged unto facebook and looked at what people said about me, I died inside. I almost had no desire to live."" That quote was said by @PERSON1, a former student of @ORGANIZATION1. He is as victim of @CAPS1-@CAPS2. Thousands of students just like @PERSON1 are being pestered just as bad, and if not worse. The social networks that modern technology promotes harvest cases like @PERSON1's. If this rapid increase in technology continues then we will see many more cases such as that one. In the past year, @NUM1 @CAPS1-bully victim have committed suicide. Those are @NUM1 lives that could have been saved; @NUM1 families that could still be together. This computer madness is losing lives, we cannot allow this to continue. Not only are computers causing emotional danger, but also physical. The average teenager spends between one to four hours on the computer - making the one hour of exercise seem miniscule. The large number of obese children is in large part caused by computers. The many features of computers, such as instant messaging, music playing, and games, draw kids in - making them spen time they could use exercising, in front of a computer. Statistics show that the average obese child spends @PERCENT1 their free time on a computer. The time they spend exercising and playing makes up only five percent of their day. In @DATE1, children spent @PERCENT2 of their day in front of a computer and @PERCENT3 outside. Over the past @NUM4 years these numbers have headed south due to tha advance in technology. These numbers prove that computers have dictated obese children's day, making their physical condition even worse. Computers are to blame for our worlds weight issues. As I conclude this letter, I can only hope that I persuated you to make a stand and hault this technological advancement. In conclusion, computers are harvesting @CAPS1-@CAPS2 which leads to emotional discomfort. They also dictate time, and as a result, children become obese. We must take a stand and alter statistics for the better. Computers are ruining lives."
5985	3	0.0	0.0	0.0	The affects of the cyclist is if it does not change. it cut hurt a lot of people feeling because they @CAPS1 dont care about the cyclist. Im one of them people who does not care about it cause it does not affect me or anyone I know. It is a big deal to write people, some of them @CAPS1 blow stuff up. They talking on tiv and on the radio making all this stuff they say is made up. I dont believe to I see it. That @CAPS1 not for black people because it has not did anything to us. We really dont care about the affects of the cyclist.
6104	3	1.0	1.0	1.0	It affects the cyclist because in the begging talks ablut the old man. Italso talks about basically saying there information is out of aase also in other words should have just followed his map in the first place.
6375	3	1.0	1.0	1.0	The features of the setting affected the cyclist grate deal. For example, it was not and hill goet dehydrated. He went down this rusty-bumpy road, which didnt help his dehygration And another example would be he found a plane was he could set a change and find the best way to get where he was going. That the features on the setting affection the cyclist.
6621	3	1.0	1.0	1.0	"The setting that were affecting the cyclist was the lack of water he had because it says the water bottles contained only a few tantalizing sips,"" and the text also says "" Ild read once that sucking on stones helps take your mind off thirst by allowing the spit to circulate he wouldnt be trying to get his mind off of thirst if he wasnt thirsty."
6842	3	1.0	1.0	1.0	Many features of the setting affect the cyclist. The speed limit sign makes him feel like life is cruel. His first glimpse of the welch's Juice factory makes him feel excited. Meeting the deserted fork in the road makes him feel troubled. When he finally gets there, he feels relieved. These are all examples showing that features of the setting affected the cyclist.
7089	3	1.0	1.0	1.0	"People who travel will almost always encounter difficulties. For the main character in this story, thus a very true. His first mistake was when he took directions from the old-timers by doing that, he travelled extremely far out of his way. In the story he talked to the old men on the porch. He said, what I shouldnt have done was to let them see my map"".  Another problem he faced was when he began to run out of water.  This caused a problem to him because of dehydration. In the story he said, The water bottle contained any a few tantalizing sips. @CAPS1, another problem he encountered was the desert area that he was riding through. This caused problem for him because there wasnt anybody around to help him if he needed it. In the story he says, There was no one in sight, not a building, cars, or structure of any kind. By reading this story, weve realized that people encounter problems everywhere, however any problem, no matter what size, can be overcomed"
7318	3	1.0	1.0	1.0	The features in the setting affect cyclist in many ways. One of which is bring only to carry so much equipment which @MONTH1 be needed. For example, you can only take so much water with you and once you run out of there are no buildings or anything around that you are out of luck. Also, you can only take so much food. Finally, when you are ready to go to sleep you cant just pull over you have to ride until you find a hotel or get home. I know that I would not make it. So those are just a few reasons on why the setting affects cyclist.
7552	3	1.0	1.0	1.0	In the setting the conditions were brutal. The author experienced sedring heat, dyhdration and getting wrong directions. He experienced depression and mear death. He had an encounter with a big old snake and last he reached his distination. This affected him and he learned to bring a map and not to take direction from old people.
6078	3	2.0	2.0	2.0	The setting in the story affected the cyclist by him going through obstacles to get to town. The setting was in a desert in California in June. The cyclist also had a lack of water and when he found a pump he said it was black and tasted like battery acid. And then he stopped for directions and the men gave him the oldest set of directions. So the cyclist said he would stick to his trusty map.
6312	3	1.0	2.0	2.0	Many hazards and rigorous features affect the cyclist. He starts off his journey with the advice of a short cut from old men. The cyclist is very excited about the thought of a short cut and is drinking his water effectliy. Soon he begins to run lost and the sun begins to beat down on him. He take pressure in thinking about the cool stress of @CAPS1 and is then not bothered by the sun even the imaginary setting of fictious stream had an effect on the cyclist. Soon the sun starts to beat on him even more. The cyclist starts to run out of water and he makes sure the vivid he comes across is not a mirage. When he come over the bend he cave to his troubles road and thirst
6519	3	2.0	2.0	2.0	First the bike encounters flat roads in the desert which are very easy to navigate through; when he gets to his first town he still goes on trying to get to Yosemite, then after is going low so he looks for some more water to help him go. Then he kept going and he experienced a fork in the road. After the fork he kept going and he then faced another problem. That problem was an old person told him to go @NUM1 miles to the town and he didnt trust the guy. Then the biker listened and he went on down the road. He then faced his next problem. The flat road started to get very wary with short high and low hills. These hills reduced his stamina greatly. Then he had to deal with a rocky and bumpy desteart road. He then had to face a snake and he had to avoid it so it didnt attack him. Finally the biker faced his  las long hill and he finally found a bait and tackle shop with lots of water.
